ticker,price,next_earnings,days_to_earnings,badge_numbers_stale,badge_event_window,fcf_yield_strike_95,fcf_yield_strike_90,hv_30d,iv_atm,iv_expiry,iv_vs_hv,gate_oi,gate_spread_pct,gate_pass
FTNT,178.6699981689453,2026-11-04,40,False,False,0.023325916398596797,0.024663659302049157,0.5189090955645721,0.509892596435547,2026-10-16,-0.01737587412919639,1.0,0.2919389978213507,False
AMAT,474.25,2026-11-12,48,False,False,0.013789224096285383,0.014556907752432886,0.49876492084925556,0.5329026202392578,2026-10-16,0.06844446744946575,31.0,0.15120810600155887,False
CDNS,322.0,2026-10-26,31,False,False,0.01132934435119102,0.011967000576410817,0.44490253398571017,0.45996633789062497,2026-10-16,0.0338586606148632,2.0,0.22364217252396157,False
CTAS,197.67999267578125,2026-12-17,83,False,False,0.02252802302738876,0.023735138310814242,0.18199004237651234,0.29315892395019527,2026-10-16,0.6108514516617882,4.0,0.3458646616541353,False
GRMN,295.0400085449219,2026-10-28,33,False,False,0.024741856750727247,0.026181451733610084,0.24416577647015067,0.3238898178100586,2026-10-16,0.32651603550858077,,,
FAST,50.72999954223633,2026-10-14,19,False,False,0.02065305967611166,0.02179287653915244,0.19916511803055803,0.4074766284179687,2026-10-16,1.0459236659877829,,,
META,777.5900268554688,2026-10-28,33,False,False,0.008329032409942481,0.008785797806655529,0.45455820535888913,0.4356593299865722,2026-10-16,-0.04157635952780925,1.0,0.02273850716757288,False
KEYS,357.5400085449219,2026-11-24,60,False,False,0.021651620052243453,0.022850980664353912,0.4345097081010209,0.3916534223937988,2026-10-16,-0.09863136521050586,,,
MPWR,1335.550048828125,2026-10-29,34,False,False,0.006178889560367584,0.006530396838097067,0.4873828020497853,0.5245790340423584,2026-10-16,0.07631831044537662,,,
LRCX,307.1600036621094,2026-10-21,26,False,False,0.012475190628434465,0.013176525932818747,0.5711486671533371,0.5674481732177734,2026-10-16,-0.006479038030513751,0.0,0.10989010989010989,False
GOOGL,342.3599853515625,2026-10-28,33,False,False,0.00651607512049656,0.006890207453764229,0.23477593546699016,0.31575696456909175,2026-10-16,0.34492900194827514,1496.0,0.08365019011406842,True
ANET,205.6999969482422,2026-11-03,39,False,False,0.019051895895100996,0.02012001325570769,0.47741812111335047,0.48636377899169925,2026-10-16,0.018737575057870215,2.0,0.17263157894736847,False
