ticker,price,next_earnings,days_to_earnings,badge_numbers_stale,badge_event_window,fcf_yield_strike_95,fcf_yield_strike_90,hv_30d,iv_atm,iv_expiry,iv_vs_hv,gate_oi,gate_spread_pct,gate_pass
LULU,98.05999755859375,2026-12-10,82,False,False,0.1192898959405227,0.12543164875345564,0.6802143274771989,0.4187680194091796,2026-10-16,-0.38435871975481595,21.0,0.8051391862955032,False
ACN,181.2899932861328,2026-10-01,12,False,False,0.10428317340441343,0.11037138762350782,0.42286505910753935,0.5228929547119141,2026-10-16,0.23654802743807823,32.0,0.4109589041095891,False
INTU,303.19000244140625,2026-11-19,61,False,False,0.08163544188403733,0.0859372398071869,0.47445034702271144,0.4498651205444336,2026-10-16,-0.051818333852121645,6.0,0.2395543175487465,False
ADBE,248.9199981689453,2026-12-09,81,False,False,0.08916739365307767,0.09420140731262543,0.4723921176007261,0.4143735321044921,2026-10-16,-0.12281869941206824,89.0,0.19729206963249507,False
EXPE,279.3500061035156,2026-11-05,47,False,False,0.13903099199515614,0.14710706882776545,0.4379165279596815,0.466100309753418,2026-10-16,0.06435879898173491,22.0,0.26804123711340205,False
DECK,78.43000030517578,2026-10-22,33,False,False,0.11814293184947836,0.1255490239269242,0.34768155384040184,0.3724427990722656,2026-10-16,0.07121817352217086,15.0,0.3703703703703704,False
PTC,135.88999938964844,2026-11-11,53,False,False,0.045594278758370674,0.04791413825163418,0.4286725206793744,0.5878337115478516,2026-10-16,0.3712885318989734,,,
ADSK,216.9499969482422,2026-11-27,69,False,False,0.05004117311712168,0.05285295702754771,0.5102342319363697,0.48221342987060556,2026-10-16,-0.05491752671988226,4.0,0.10256410256410266,False
CPRT,29.280000686645508,2026-11-19,61,False,False,0.05756299588074231,0.061250886020163035,0.457656750854037,0.34180345703125,2026-10-16,-0.2531445097370294,,,
RMD,224.99000549316406,2026-10-29,40,False,False,0.05015462073994576,0.05294340237564067,0.32722124946348796,0.30744100769042965,2026-10-16,-0.0604491358843291,,,
PAYX,116.13999938964844,2026-09-23,4,True,True,0.05206524057280575,0.05470522262547961,0.27084507302143324,0.4529473651123047,2026-10-16,0.6723485498902204,,,
WM,211.10000610351562,2026-10-26,37,False,False,0.041399704691938495,0.04364417966940445,0.13660154638997335,0.20188176055908205,2026-10-16,0.47788781235861855,,,
ROL,32.43000030517578,2026-10-28,39,False,False,0.03700279061829548,0.03894698733749207,0.23034283990149526,0.36328761718749997,2026-10-16,0.5771604506693491,,,
ULTA,540.97998046875,2026-12-03,75,False,False,0.04582241745193174,0.048037269657270905,0.3859030430607137,0.33899586791992187,2026-10-16,-0.12155171093950656,32.0,0.23123732251521298,False
IDXX,511.6499938964844,2026-11-02,44,False,False,0.0308057616086348,0.03249995963667382,0.24363866505501333,0.33939259246826164,2026-10-16,0.3930161388449045,,,
DXCM,89.3499984741211,2026-10-29,40,False,False,0.039967087482094064,0.04225987398412855,0.26196083476906007,0.4507501214599609,2026-10-16,0.720677527453041,1.0,1.1205673758865249,False
QCOM,177.72000122070312,2026-10-29,40,False,False,0.03834323448218729,0.04035426703904644,0.36159426788540283,0.4567315069580078,2026-10-16,0.26310494253397865,50.0,0.2632794457274827,False
MNST,44.709999084472656,2026-11-05,47,False,False,0.05104120235009187,0.05411619293000798,0.26260150252779496,0.366217275390625,2026-10-16,0.3945741812801047,,,
ISRG,393.3299865722656,2026-10-20,31,False,False,0.018855947907880897,0.019945994089899808,0.32500447954960343,0.3755097850036621,2026-10-16,0.15539879796133804,1.0,0.31625835189309587,False
FFIV,432.0299987792969,2026-10-26,37,False,False,0.0328403220288293,0.034784123250321895,0.3874325867279744,0.3897918687438965,2026-10-16,0.006089529112270009,,,
AVGO,357.6099853515625,2026-12-09,81,False,False,0.018643682509840935,0.019655196304280195,0.36921231583843533,0.35251501983642575,2026-10-16,-0.04522410354619966,371.0,0.16036308623298048,False
PM,188.6199951171875,2026-10-21,32,False,False,0.0429610152533676,0.04520465113046926,0.224555853657756,0.28305770660400387,2026-10-16,0.26052250250136044,3.0,0.35294117647058826,False
VRTX,508.3399963378906,2026-11-02,44,False,False,0.0265962342872015,0.028148060378496126,0.30872995427626426,0.3256445610046386,2026-10-16,0.05478770846199943,9.0,0.291754756871036,False
CDNS,282.8999938964844,2026-10-26,37,False,False,0.012917581893552478,0.013645691604930704,0.38172403538169586,0.42221647125244144,2026-10-16,0.10607777377774008,5.0,0.2175438596491229,False
WST,362.30999755859375,2026-10-22,33,False,False,0.01677953074951783,0.017716659971790436,0.20119199406472474,0.2464674963378906,2026-10-16,0.2250363016860426,,,
AMAT,444.57000732421875,2026-11-12,54,False,False,0.01471159897515689,0.015530523915604805,0.5060446012830861,0.5330857238769533,2026-10-16,0.053436243614305656,4.0,0.21355617455896006,False
GRMN,274.05999755859375,2026-10-28,39,False,False,0.02672759381145399,0.028289461688188734,0.22578330258375426,0.30603721313476556,2026-10-16,0.35544661466381533,,,
MSFT,493.7799987792969,2026-10-28,39,False,False,0.015760422022614084,0.01664138427414573,0.21778927282581892,0.24361413131713866,2026-10-16,0.11857727497889048,64.0,0.1347517730496454,False
FTNT,169.83999633789062,2026-11-04,46,False,False,0.02457694574085626,0.025987325603528566,0.5176210538182738,0.4700370379638672,2026-10-16,-0.09192828518739582,25.0,0.582010582010582,False
AAPL,336.1300048828125,2026-10-29,40,False,False,0.02619942546289528,0.027643360627045095,0.21276615484841743,0.22827920166015622,2026-10-16,0.07291125236901919,188.0,0.06528189910979215,False
CTAS,197.63999938964844,2026-09-23,4,True,True,0.022532657849857553,0.023738996761833896,0.14765052548740026,0.3509586389160156,2026-10-16,1.3769548923546813,1.0,0.3661971830985916,False
META,665.75,2026-10-28,39,False,False,0.009708334540235402,0.01023945892630456,0.3449085074013832,0.3773865972900391,2026-10-16,0.0941643629881821,136.0,0.04212299915754002,False
FAST,49.0099983215332,2026-10-14,25,False,False,0.021373268682252,0.022555507546530497,0.18916688642385837,0.3569400244140625,2026-10-16,0.8869054260071809,,,
MPWR,1217.800048828125,2026-10-29,40,False,False,0.006791297701283638,0.007178591856951935,0.44106516216769504,0.5067188000488281,2026-10-16,0.14885246787224427,,,
KEYS,335.0,2026-11-24,66,False,False,0.023104513918328407,0.02438465629860488,0.4287271273535583,0.3896850582885742,2026-10-16,-0.09106507746776493,,,
LRCX,288.1099853515625,2026-10-21,32,False,False,0.013310005904532012,0.014058459443949638,0.569223696172083,0.537236072998047,2026-10-16,-0.05619517140475083,16.0,0.10786516853932578,False
ANET,199.38999938964844,2026-11-03,45,False,False,0.019660043345207046,0.020763189603187772,0.4824771379442897,0.4867910208129883,2026-10-16,0.00894111353561522,53.0,0.18487394957983186,False
