ticker,price,next_earnings,days_to_earnings,badge_numbers_stale,badge_event_window,fcf_yield_strike_95,fcf_yield_strike_90,hv_30d,iv_atm,iv_expiry,iv_vs_hv,gate_oi,gate_spread_pct,gate_pass
ROL,30.030000686645508,2026-10-28,32,False,False,0.039798921336265385,0.041880996537106974,0.28627312358303597,0.38086556640624997,2026-11-20,0.33042725645803306,,,
ULTA,545.2000122070312,2026-12-03,68,False,False,0.0455113438206681,0.0477132865150507,0.34717681114805093,,,,1.0,0.2933333333333332,False
IDXX,519.260009765625,2026-11-02,37,False,False,0.030358633897348445,0.0320284522942645,0.2382863076569785,0.43080708358764647,2026-11-20,0.8079388942809436,,,
DXCM,86.62000274658203,2026-10-29,33,False,False,0.04126427227888557,0.043631774281746354,0.23309964802169364,0.4815725671386719,2026-10-23,1.0659514985361707,2.0,1.0451612903225809,False
MNST,43.11000061035156,2026-11-05,40,False,False,0.05309771364534603,0.05630667868461045,0.24527150721567997,,,,,,
AVGO,352.80999755859375,2026-12-09,74,False,False,0.018891630848680997,0.019916270750353588,0.37453233603894404,0.33360956924438473,2026-10-23,-0.10926364123151211,195.0,0.029268292682926782,False
ISRG,405.17999267578125,2026-10-20,24,False,False,0.018283669383563315,0.019339785788878936,0.3088534221389866,0.5253343365478516,2026-10-23,0.7009179723818852,1.0,0.3440860215053763,False
QCOM,201.97000122070312,2026-11-04,39,False,False,0.03395309323848806,0.03574729740166877,0.4239463179770174,0.5097400100708007,2026-10-23,0.202369235103097,63.0,0.16748768472906397,False
FFIV,443.05999755859375,2026-10-26,30,False,False,0.03197342506419497,0.03386359849800342,0.3851141791762817,0.49106343902587885,2026-11-20,0.27511129316560434,,,
VRTX,526.1900024414062,2026-11-02,37,False,False,0.02565229935606443,0.02714694365351869,0.2509321547529827,0.3028328994750976,2026-10-23,0.20683178197392027,18.0,0.484472049689441,False
PM,190.47999572753906,2026-10-21,25,False,False,0.042564483296293774,0.04479039635465477,0.21786787522655904,0.3319158605957031,2026-10-23,0.5234731612016985,1.0,0.3684210526315789,False
WST,370.44000244140625,2026-10-22,26,False,False,0.01640905294822215,0.01732554961138197,0.20598447718403237,0.43622389953613283,2026-11-20,1.1177513252437854,,,
FTNT,173.4600067138672,2026-11-04,39,False,False,0.024048127378887174,0.025428716135638654,0.5236566799150937,0.4791311853027344,2026-10-23,-0.08502802756107053,48.0,0.2669789227166276,False
AAPL,341.07000732421875,2026-10-29,33,False,False,0.025822082124253923,0.027246497909032802,0.2047438101122525,0.21192194335937498,2026-10-23,0.035059097724063015,494.0,0.05376344086021505,False
AMAT,485.0,2026-11-12,47,False,False,0.013483157571683281,0.01423352590791901,0.5009432244036415,0.5170488969421385,2026-10-23,0.03215069443781848,6.0,0.26600985221674883,False
MSFT,516.1699829101562,2026-10-28,32,False,False,0.0150730143685328,0.015915346021559088,0.23378368819391152,0.26857726058959963,2026-10-23,0.14882805838373403,6.0,0.06806282722513092,False
CTAS,199.91000366210938,2026-12-17,82,False,False,0.022286210181907636,0.02347944855652954,0.1952840030381076,0.2735668347167968,2026-10-23,0.4008665864116536,4.0,0.29090909090909084,False
CDNS,326.1300048828125,2026-10-26,30,False,False,0.011184244114573149,0.01181337173309311,0.4340547467323372,0.45642633422851564,2026-10-23,0.05154093501936541,2.0,0.2621722846441948,False
GRMN,294.1400146484375,2026-10-28,32,False,False,0.024821432341315116,0.026265375438489915,0.23731702959237966,,,,,,
META,751.6599731445312,2026-10-28,32,False,False,0.008612686321657822,0.009084881336795782,0.4685026479492035,0.38533634689331053,2026-10-23,-0.1775151142046696,176.0,0.019753086419753017,False
FAST,50.43000030517578,2026-10-14,18,False,False,0.020773303727498724,0.021921990709907434,0.1867792029726314,0.3374089697265624,2026-11-20,0.8064589866356946,,,
KEYS,362.1499938964844,2026-11-24,59,False,False,0.02137661952604665,0.022561444987997184,0.42139596728516104,0.43860424682617183,2026-11-20,0.04083636502711441,,,
MPWR,1367.4300537109375,2026-10-29,33,False,False,0.006031608868311535,0.006374576410537324,0.49807563652428144,0.5690732180023194,2026-11-20,0.14254377502477333,,,
LRCX,315.2099914550781,2026-10-21,25,False,False,0.01215302486493263,0.012835919927547375,0.5677855455989873,0.6202430554199219,2026-10-23,0.09238965350129558,2.0,0.13475935828877,False
GOOGL,343.9200134277344,2026-10-28,32,False,False,0.0064856310207169,0.006857778126286124,0.23389933967771218,0.30193263992309566,2026-10-23,0.2908657217208306,332.0,0.0773109243697478,False
ANET,206.5500030517578,2026-11-03,38,False,False,0.018972534741456076,0.02003587631305278,0.43048597678576167,0.45438167694091797,2026-10-23,0.05550866101045693,2.0,0.1935483870967743,False
