ticker,price,next_earnings,days_to_earnings,badge_numbers_stale,badge_event_window,fcf_yield_strike_95,fcf_yield_strike_90,hv_30d,iv_atm,iv_expiry,iv_vs_hv,gate_oi,gate_spread_pct,gate_pass
AVGO,354.989990234375,2026-12-09,76.0,False,False,0.01877826286527872,0.019796965944015622,0.373472884961042,0.3505313970947266,2026-10-16,-0.06142745240717673,131.0,0.09682804674457425,False
QCOM,197.24000549316406,2026-11-04,41.0,False,False,0.03472797068405486,0.03656025766470972,0.40845234121832935,0.5061084545898438,2026-10-16,0.23908814693098912,20.0,0.18181818181818182,False
FFIV,455.989990234375,2026-10-26,32.0,False,False,0.031014120246072117,0.032843720858352514,0.38698968255706373,0.4156399989318848,2026-10-16,0.07403379900340479,,,
VRTX,516.3400268554688,2026-11-02,39.0,False,False,0.026164793876624143,0.027690258323109816,0.25695322142320765,0.34401595932006834,2026-10-16,0.3388271896909456,4.0,0.42424242424242425,False
PM,190.83999633789062,2026-10-21,27.0,False,False,0.04248914993415275,0.04470943438848439,0.2226971850987,0.3410710424804687,2026-10-16,0.5315462668704369,1.0,0.4402515723270439,False
AAPL,337.0199890136719,2026-10-29,35.0,False,False,0.026130367777223364,0.027571002189029196,0.20492970252139842,0.23038489349365232,2026-10-16,0.12421425815321196,214.0,0.05714285714285722,False
CDNS,309.0899963378906,2026-10-26,32.0,False,False,0.01180848160976022,0.012473708468237752,0.4284114138506337,0.46277392700195313,2026-10-16,0.08020914485555686,2.0,0.18384401114206128,False
WST,375.8699951171875,2026-10-22,28.0,False,False,0.016170721157947963,0.017074263668184778,0.2236316208647779,0.27768666656494134,2026-10-16,0.24171468011157793,,,
AMAT,474.3800048828125,2026-11-12,49.0,False,False,0.013785546164221011,0.014552808960670984,0.5168063575153549,0.5314225325012207,2026-10-16,0.028281724427957844,16.0,0.15100154083204925,False
GRMN,287.5799865722656,2026-10-28,34.0,False,False,0.025413542322704576,0.02689438167253165,0.23168425673521606,0.3012460012817383,2026-10-16,0.300243726210633,,,
FTNT,178.74000549316406,2026-11-04,41.0,False,False,0.02331742831740374,0.024652589063009447,0.5213058488750915,0.4715018670654297,2026-10-16,-0.09553697108354364,1.0,0.27868852459016397,False
MSFT,500.5899963378906,2026-10-28,34.0,False,False,0.015544778910545481,0.0164135953703435,0.22103580845754428,0.2544935391235351,2026-10-16,0.15136792042641933,276.0,0.0661577608142494,False
CTAS,191.97000122070312,,,False,False,0.023175140146395524,0.024415046142977855,0.1631358389687688,0.28125718749999995,2026-10-16,0.7240674353220733,2.0,0.23655913978494633,False
KEYS,353.3599853515625,2026-11-24,61.0,False,False,0.021907063674611517,0.023121181196310594,0.43868118278384627,0.3819336709594726,2026-10-16,-0.12935934809023975,,,
META,744.0999755859375,2026-10-28,34.0,False,False,0.008699170476430117,0.009175886786750253,0.4601542069982131,0.44693546234130865,2026-10-16,-0.028726771277689855,54.0,0.023939064200217658,False
FAST,50.9900016784668,2026-10-14,20.0,False,False,0.020546869176862367,0.021684084009788517,0.19939435281688825,0.36487451538085935,2026-10-16,0.8299139881656434,,,
MPWR,1355.469970703125,2026-10-29,35.0,False,False,0.006086014950884797,0.00643219052264312,0.48805903725781674,0.5380905566406251,2026-10-16,0.1025112036935385,,,
LRCX,307.2799987792969,2026-10-21,27.0,False,False,0.012470005238187736,0.013171223122569875,0.5880953417626151,0.5657086886596681,2026-10-16,-0.03806636698711252,0.0,0.08482142857142867,False
GOOGL,337.8299865722656,2026-10-28,34.0,False,False,0.006606171530350686,0.006985559719849196,0.23130663516511776,0.31415480773925775,2026-10-16,0.3581746477570735,303.0,0.03067484662576687,False
ANET,203.47000122070312,2026-11-03,40.0,False,False,0.019261778495484792,0.02034301021131662,0.48524325268415275,0.4815420498657227,2026-10-16,-0.00762752041982373,2.0,0.1880998080614203,False
