ticker,price,next_earnings,days_to_earnings,badge_numbers_stale,badge_event_window,fcf_yield_strike_95,fcf_yield_strike_90,hv_30d,iv_atm,iv_expiry,iv_vs_hv,gate_oi,gate_spread_pct,gate_pass
LULU,99.38999938964844,2026-12-10,83,False,False,0.11780957849404183,0.12387294035969112,0.6819414121575271,0.46558151611328125,2026-10-09,-0.31727050474867946,2.0,0.3246073298429319,False
ACN,190.2899932861328,2026-10-01,13,False,False,0.09912861699012437,0.10490201815741729,0.39499149260808636,0.5321091711425783,2026-10-09,0.3471408399940936,32.0,0.37037037037037035,False
ADBE,252.6699981689453,2026-12-09,82,False,False,0.08782059947058579,0.09278240384128822,0.47084798678499085,0.4116269775390625,2026-10-09,-0.12577522025802168,72.0,0.30769230769230765,False
INTU,313.1300048828125,2026-11-19,62,False,False,0.07916775679201922,0.08334442414207183,0.4684810422696815,0.5037281072998047,2026-10-09,0.07523690789996396,11.0,0.136986301369863,False
EXPE,284.54998779296875,2026-11-05,48,False,False,0.13638149233040833,0.1443029558340351,0.45012123202892856,,,,3.0,0.2458471760797342,False
DECK,79.70999908447266,2026-10-22,34,False,False,0.11603019172833501,0.12328181185737289,0.34736333556002663,0.43140217041015627,2026-10-09,0.24193352103393528,29.0,0.2857142857142856,False
PTC,134.44000244140625,2026-11-11,54,False,False,0.046046724932665734,0.048384784479429344,0.4614696182546227,0.5097094927978516,2026-10-16,0.10453532071229854,,,
ADSK,218.63999938964844,2026-11-27,70,False,False,0.04964923155419319,0.052437469608147304,0.5116284272662218,0.4776968734741211,2026-10-09,-0.0663206967865464,4.0,0.4827586206896551,False
CPRT,29.65999984741211,2026-11-19,62,False,False,0.05672655134662312,0.06035650971241882,0.45600803743554424,0.334967587890625,2026-10-16,-0.26543490379164225,,,
PAYX,116.51000213623047,2026-09-23,5,True,True,0.05191405956832553,0.05454785452058082,0.27504618732871994,0.42835044311523435,2026-10-16,0.5573764074878582,,,
RMD,228.4199981689453,2026-10-29,41,False,False,0.04940057148863377,0.052146988624459344,0.32416397200627994,0.30048306945800773,2026-10-16,-0.07305223465059663,,,
WM,213.3300018310547,2026-10-26,38,False,False,0.04097862494664378,0.04319840297907431,0.15016145023816305,0.22867592620849606,2026-10-16,0.5228670597267502,,,
ROL,33.0,2026-10-28,40,False,False,0.03639715347566457,0.038313249156241354,0.2316932939558578,0.2888254711914062,2026-10-16,0.24658537267130942,,,
ULTA,543.72998046875,2026-12-03,76,False,False,0.04561946706581935,0.04782533149979076,0.3856143385121803,,,,32.0,0.24166666666666656,False
IDXX,506.4800109863281,2026-11-02,45,False,False,0.03111699791114239,0.03282802443802613,0.24299087157317228,0.3416203533935546,2026-10-16,0.405897889010542,,,
DXCM,87.93000030517578,2026-10-29,41,False,False,0.0406328805599522,0.042960074356517254,0.25887234677625903,0.5282029602050782,2026-10-09,1.0403993195209802,1.0,0.7848101265822784,False
MNST,44.5099983215332,2026-11-05,48,False,False,0.05128951214966341,0.05438063760777269,0.2619665355350339,0.34473311523437494,2026-10-16,0.3159433304345558,,,
ISRG,383.5400085449219,2026-10-20,32,False,False,0.019356341716670385,0.02047644284784623,0.3175900414961694,0.41568577484130864,2026-10-09,0.3088753440851275,45.0,0.5523809523809524,False
QCOM,188.7100067138672,2026-10-29,41,False,False,0.03622107274760617,0.038127125850340136,0.3092496909980347,0.5006153454589843,2026-10-09,0.6188062915870975,138.0,0.21729490022172943,False
FFIV,434.6199951171875,2026-10-26,38,False,False,0.03263263741614968,0.034563442927654314,0.38685160024603343,0.3979094633483887,2026-10-16,0.028584250641131126,,,
